,0,1467810369,Mon Apr 06 22:19:45 PDT 2009,NO_QUERY,_TheSpecialOne_,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
107763,0,1824058183,Sat May 16 23:53:49 PDT 2009,NO_QUERY,topsyjt,"Omg! It's 0750, &amp; Kyra (23mth old daughter/monster) is still asleep ssshhhhh. . . Ps I've got a sore tummy fm last nites curry, not happy "
854275,4,1573350842,Tue Apr 21 00:46:27 PDT 2009,NO_QUERY,Slags_inc,Finished for the day. Beer time 
1085108,4,1969115203,Fri May 29 23:04:13 PDT 2009,NO_QUERY,brampitoyo,@richburroughs o rly? I would love to see that 
938874,4,1793549265,Thu May 14 03:07:06 PDT 2009,NO_QUERY,jmalexander,Last day in Strawberry Jam land and then off to Vegas 
366207,0,2048797205,Fri Jun 05 15:47:25 PDT 2009,NO_QUERY,kellypxox,why do humans need sleep?? seriously if life's too short why waste time by sleeping?? anyway yeah i need some sleep  boring boring boring
111421,0,1825121960,Sun May 17 04:26:31 PDT 2009,NO_QUERY,rxellie,Well....its here 
1100260,4,1970647004,Sat May 30 04:41:45 PDT 2009,NO_QUERY,akinodorama,@BoltClock mmhm  I love my Chinese name best of all 
315330,0,2002171780,Tue Jun 02 03:23:02 PDT 2009,NO_QUERY,ericmiksa,rough nite kept waking uo every few hours 
1577124,4,2189633659,Tue Jun 16 00:30:34 PDT 2009,NO_QUERY,mesmerizinglove,@jonaskevin MEEEEEEEEEEEEEEEEEEEEEEEE  OF COURSE &lt;3 
431642,0,2064586003,Sun Jun 07 06:39:59 PDT 2009,NO_QUERY,SimonOrtiz,"getting ready for work, going to work 12 hours today yikes "
375867,0,2051550853,Fri Jun 05 22:16:58 PDT 2009,NO_QUERY,QueenFknBri,@xTaniniBoss I kno rii! U KNO ur gonna see sum1.. if u want to or not lol. I don't even think I went last yr! 
766938,0,2300194635,Tue Jun 23 13:50:51 PDT 2009,NO_QUERY,pingles,still no high bitrate #spotify on my premium account 
160594,0,1957104948,Thu May 28 23:31:53 PDT 2009,NO_QUERY,FMillan,@prncsztalia why do you hate me!? 
1556377,4,2185355024,Mon Jun 15 17:15:25 PDT 2009,NO_QUERY,swymerf,@monguz43 Thanks for the reminder. I just bumped it to the top of my queue. 
7256,0,1469750415,Tue Apr 07 07:18:34 PDT 2009,NO_QUERY,NoL,"is annoyed when other people are &quot;too busy&quot; to do their work, so they ask me to do it. not fair!  "
226962,0,1977961093,Sat May 30 22:06:09 PDT 2009,NO_QUERY,kaitvm,"adult swim, bud light, and cosmo mag...kind of a lame saturday night. Someone come visit me "
1321714,4,2014722140,Wed Jun 03 02:28:12 PDT 2009,NO_QUERY,ashliewins,"My parents are going out of town this wknd  I wanna have a girls nt? Drinks? Food? Wii? Laughs? Holler ladies, twizzy!"
1219590,4,1989962372,Mon Jun 01 03:25:10 PDT 2009,NO_QUERY,kierondonoghue,@dragonbirdy cheers fixed now 
841244,4,1562360114,Sun Apr 19 19:47:56 PDT 2009,NO_QUERY,nwphotographer,@serena_grace she's at the Honda center tonight too 
97276,0,1792914531,Thu May 14 00:41:07 PDT 2009,NO_QUERY,Leishkin,it's cold and wet and i want snuggles 
657615,0,2241092384,Fri Jun 19 10:31:53 PDT 2009,NO_QUERY,JordynLeCenne,Christmas is far too far away  One hundred and eighty seven days.
976218,4,1833608597,Sun May 17 23:50:47 PDT 2009,NO_QUERY,Brookejordan,@sOfAhh101 are you going to watch amerian idol this fri nite or going to find out online? haha ily sis  xo
1418227,4,2057746912,Sat Jun 06 13:35:06 PDT 2009,NO_QUERY,thelostgoose,sorry emily you just lost the game 
415922,0,2061183700,Sat Jun 06 20:20:51 PDT 2009,NO_QUERY,DrewSkywalker,Playing the old Epiphone acoustic then going to bed. I would LOVE to have @johncmayer's signature Martin but I has no munniez. 
427572,0,2063761922,Sun Jun 07 03:58:43 PDT 2009,NO_QUERY,singinjean,Fireworks &amp; butterflies....then gone 2 Dubai 
622093,0,2229066869,Thu Jun 18 15:14:23 PDT 2009,NO_QUERY,MariiReis,#inaperfectworld o McFLY viria em BH 
1115882,4,1973039823,Sat May 30 10:21:48 PDT 2009,NO_QUERY,john_lafemina,@KevinCole509 Doing well 10 hours of sleep later  u talking bout &quot;Up&quot; - Time raved bout it; will have to check it out. Have a great day!
600104,0,2220828934,Thu Jun 18 04:04:34 PDT 2009,NO_QUERY,cocoy,@overlordtrainee sorry to hear the failure of IT. same everywhere. 
273707,0,1990455944,Mon Jun 01 04:55:12 PDT 2009,NO_QUERY,Tragesty,@iStylesdotcom Aussie currency 
373659,0,2051063832,Fri Jun 05 19:47:45 PDT 2009,NO_QUERY,photographyg33k,says follow my photography twitter! Search JLeeImages I couldn't use JLeePhotography because it was already taken 
186863,0,1968440081,Fri May 29 21:26:31 PDT 2009,NO_QUERY,nan_s,"@redzukee @BerryVEE  Whoaa, I just got all your tweets. My twitterberry is not working well in Java I guess  I'll share some pics later on"
1359029,4,2048348314,Fri Jun 05 15:03:24 PDT 2009,NO_QUERY,Marie2Dessy,@butterflydi glad u made it back safely. Enjoy ur stuffs 
17371,0,1556262389,Sat Apr 18 22:11:26 PDT 2009,NO_QUERY,littleleslie,I'm a little sad that all my spam friends have been deleted. 
901872,4,1694313343,Mon May 04 02:03:11 PDT 2009,NO_QUERY,BlueEyedBecks,"LaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!! "
877161,4,1684927075,Sat May 02 22:28:58 PDT 2009,NO_QUERY,MarinaJurica,Finally! A pic up! It's an oldie but a goodie. 
766217,0,2299792575,Tue Jun 23 13:21:07 PDT 2009,NO_QUERY,Macenziee,I miss @kyle120693 best friend i cannot wait to see you! 
504394,0,2188113767,Mon Jun 15 21:19:33 PDT 2009,NO_QUERY,eyesonfirexx,"@ashleytisdale You should come to Cocoa, Florida!! You know how many people down here would love you for that?! No one EVER comes here.. "
1025687,4,1883559795,Fri May 22 08:44:43 PDT 2009,NO_QUERY,dranzer006,half-life 2 episode one download complete 
1508835,4,2174720385,Sun Jun 14 23:09:46 PDT 2009,NO_QUERY,AntonioReyX360,@moonfrye your drinking rum..kewl  do your ever body paint drunk ? any twitpics 
634179,0,2233233118,Thu Jun 18 21:02:00 PDT 2009,NO_QUERY,ralphviktor,"Just arrived on campus. Still dark and dreary outside.  Oh well, time for breakfast."
1534896,4,2178884273,Mon Jun 15 08:20:32 PDT 2009,NO_QUERY,clarkyc8t,@Sepulchura I bought more shopping than the panniers can carry anyway 
1349632,4,2045271739,Fri Jun 05 10:29:12 PDT 2009,NO_QUERY,rlenzi,@puckeye That's a great photo! But not me.  #Pens
1358102,4,2048139762,Fri Jun 05 14:43:27 PDT 2009,NO_QUERY,thatzgroovy101,is going canoeing tomorrow!! WOOO HOOO 
1375600,4,2051612263,Fri Jun 05 22:24:24 PDT 2009,NO_QUERY,ChloeTemtchine,What a great turnout! 300 people came to the show!! Thanx guys 
1140109,4,1977005194,Sat May 30 19:50:41 PDT 2009,NO_QUERY,jennababy13,Word of the day ''filter'' -cara  lol
436298,0,2065632458,Sun Jun 07 08:59:31 PDT 2009,NO_QUERY,Jessica0416,is home from church with a sick little girl 
1437120,4,2061116292,Sat Jun 06 20:12:36 PDT 2009,NO_QUERY,saaem,@blogofinnocence Was just joking really because noticed you're following me both as blogofinnocence &amp; picture + as your own name &amp; sketch 
498838,0,2186335359,Mon Jun 15 18:41:33 PDT 2009,NO_QUERY,Sambo_O,so sick of the shitty weather in Sydney 
939734,4,1793753419,Thu May 14 03:52:24 PDT 2009,NO_QUERY,myarmywifelife,"Oh, and Good Morning everyone "
1508874,4,2174721742,Sun Jun 14 23:09:58 PDT 2009,NO_QUERY,deshawnisaac614,@TEYANATAYLOR I could see why after watch you during game 4 of the Finals. A very active viewer of the game 
1024701,4,1883325492,Fri May 22 08:22:19 PDT 2009,NO_QUERY,blondeandcute,peace and quiet  bet it wont last long!
84963,0,1753730399,Sun May 10 03:08:16 PDT 2009,NO_QUERY,autobees,"@Lastoadri I want to learn! I hate your verb conjugation &amp; getting '3', '5' &amp; '7'' right is so difficult.  You are their best resource!"
958319,4,1825689088,Sun May 17 06:32:25 PDT 2009,NO_QUERY,SamnthaLorraine,finally home! some creeper encounters there. im scared to go back. home / shower / bed / sleep 
305132,0,1999916032,Mon Jun 01 21:03:28 PDT 2009,NO_QUERY,HeriCabral,@jimyvr I've never exercised in my life  #HAI
383256,0,2053160984,Sat Jun 06 03:30:51 PDT 2009,NO_QUERY,abcaryndef,Damn mother with a foghorn kind of voice. 
827500,4,1556861797,Sun Apr 19 00:42:57 PDT 2009,NO_QUERY,TheDCD,@BeauRyan Can I have your Rock Band rig?  
16338,0,1555871975,Sat Apr 18 20:56:26 PDT 2009,NO_QUERY,AnnMarieDC,Wondering I should have really had the coffee... now I can't sleep 
282143,0,1992535250,Mon Jun 01 08:54:42 PDT 2009,NO_QUERY,kaayell,@kmisheff I want sooooome 
255761,0,1984566574,Sun May 31 15:21:38 PDT 2009,NO_QUERY,princelmoro,I'm sorry but I'll be extremely busy till tonight late  ... But u'll hear from me soon...
147212,0,1882702099,Fri May 22 07:20:19 PDT 2009,NO_QUERY,brandyb00,I really shouldn't stay up till midnight reading. I am sooooo tired today 
1563279,4,2187022987,Mon Jun 15 19:40:38 PDT 2009,NO_QUERY,brieanne2904,@kizmogirl i have NO clue what you are talking about! 
1202624,4,1985891115,Sun May 31 17:58:13 PDT 2009,NO_QUERY,Nancy_White,"@crlphoto lol - i used that song at my wedding - well, the reception anyway "
974743,4,1833422404,Sun May 17 23:14:12 PDT 2009,NO_QUERY,Antiuse,@JustiseLasley COME ON wolverine wouldnt kill someone to get the job done!!!! 
863892,4,1677188004,Sat May 02 00:51:10 PDT 2009,NO_QUERY,snedwan,"@KayTyler thanks very much - just in case it kills me, thanks "
605690,0,2222346672,Thu Jun 18 06:51:16 PDT 2009,NO_QUERY,ForestFrolic,@jennyjenanders well she was crackin up til I just put her in high chair for snack time 
1000118,4,1879962449,Thu May 21 23:40:04 PDT 2009,NO_QUERY,TwiObsession,@TwiExaminer hey! I heard he just came back or is on his way back from the Cannes. BTW: I'm Resse 
1311466,4,2013481580,Tue Jun 02 22:46:56 PDT 2009,NO_QUERY,spieeeeegs,ahh workout was good 
312787,0,2001601678,Tue Jun 02 01:25:52 PDT 2009,NO_QUERY,kahlerisms,@praxxis  now I really want Cheesecake. 
796833,0,2327931096,Thu Jun 25 08:57:56 PDT 2009,NO_QUERY,blairpare,so glad that the weather is good...but i miss u 
338198,0,2014376064,Wed Jun 03 01:19:29 PDT 2009,NO_QUERY,mo3ath,So I woke up and the bell is ringing turn out its 3omaal for the washer :S malii 5lghom 
1267610,4,1999893499,Mon Jun 01 21:00:56 PDT 2009,NO_QUERY,marciarocks,@mldm_lulu heeeey!! welcome to twitter dear friend 
305611,0,2000035377,Mon Jun 01 21:16:58 PDT 2009,NO_QUERY,momz06,...this tweet thing is somethin i cnt seem 2 get used to...      ....
368197,0,2049420676,Fri Jun 05 16:51:02 PDT 2009,NO_QUERY,dawnstaley,My 4yr niece is now bored....asked if she could text.  
1426939,4,2059300867,Sat Jun 06 16:39:19 PDT 2009,NO_QUERY,CBeSOS,"@MissAliH Sup sup, I'm on  xxx"
1538166,4,2179801295,Mon Jun 15 09:36:07 PDT 2009,NO_QUERY,iFester,@DeschainVox Am I not ingeniously. 
89227,0,1755238999,Sun May 10 08:37:25 PDT 2009,NO_QUERY,siantoolan,ahhh! Laura is leaving me; time to do my art 
1092008,4,1969940016,Sat May 30 01:48:48 PDT 2009,NO_QUERY,brotherdarkness,"@richandcreamy: Don't worry about it.  I'm already on to the next.    See you soon, playboy!"
617348,0,2227021991,Thu Jun 18 12:40:45 PDT 2009,NO_QUERY,Diva427,"I'm bored, its rainin and I don't have my baby &quot;car&quot;!! "
98253,0,1793239079,Thu May 14 01:55:09 PDT 2009,NO_QUERY,fieldri1,Wife came home with local rag. Front page story motorcyclist killed on same route I use daily. She'd rather I had a car! 
364437,0,2048159390,Fri Jun 05 14:45:19 PDT 2009,NO_QUERY,jimthomlinson,"@mistresskitten aww, hugs. I feel that way too a lot  ahh well"
1379064,4,2052085795,Fri Jun 05 23:37:09 PDT 2009,NO_QUERY,JiaStar,@ryan_leslie borrow your car??? send one my way in miami! 
181970,0,1967022327,Fri May 29 18:49:55 PDT 2009,NO_QUERY,adaftprig,getting up and fixing flat tyres first thing in the morning requires tons of motivation. havent been on the saddle for over a week 
574222,0,2210280863,Wed Jun 17 11:23:32 PDT 2009,NO_QUERY,kendruh,jist finished my nails. now off to the dentist 
570852,0,2208573641,Wed Jun 17 09:21:59 PDT 2009,NO_QUERY,MiZzCHaOtic,Almost time for lunch... yay Happy Hot Pockets... sheesh... 
727000,0,2262716391,Sat Jun 20 23:04:59 PDT 2009,NO_QUERY,dddei,"I miss you, someone. "
439682,0,2066511775,Sun Jun 07 10:39:35 PDT 2009,NO_QUERY,waltkneeland,@annabethblue that sucks.  though also reminds me to go check on my own laundry.  Weekend treating you well?
757073,0,2295198161,Tue Jun 23 07:36:47 PDT 2009,NO_QUERY,patricwestberg,"@ijustine, I am disappointed that you've shortened the ask iJ intro "
712329,0,2258499767,Sat Jun 20 16:01:33 PDT 2009,NO_QUERY,shawnflanagan,"@silversj Sorry, I'll be out of town.  I totally would help if I was around though."
961500,4,1827077689,Sun May 17 09:56:48 PDT 2009,NO_QUERY,LALAitsMARiA,but i dunno what! ahh please help! thanks 
768035,0,2300782571,Tue Jun 23 14:35:11 PDT 2009,NO_QUERY,commongrind,"@otherblackstuff ....ha ha haa!! By that logic, lousy minds must think with similarity also "
114095,0,1826135798,Sun May 17 07:46:54 PDT 2009,NO_QUERY,BNJMNXCLSV,Too... Early... To be up on the weekend 
816485,4,1551459055,Sat Apr 18 09:06:47 PDT 2009,NO_QUERY,cliffpro,Out enjoying the beautiful weather 
97850,0,1793109187,Thu May 14 01:24:32 PDT 2009,NO_QUERY,MrNokill,good morning everyone... im le tired 
1432341,4,2060243897,Sat Jun 06 18:32:11 PDT 2009,NO_QUERY,Courtnee_Benner,woo hoo! old port festivities tomorrow then to clancy's partay. i love life 
955373,4,1825026832,Sun May 17 04:01:01 PDT 2009,NO_QUERY,kimphat,@TheMofu thank you! share yours with me 
1557312,4,2185578099,Mon Jun 15 17:35:30 PDT 2009,NO_QUERY,melissapena13,http://twitpic.com/7ibgn - I miss my brudder so so much! he makes me happy  he really does.
263021,0,1986391717,Sun May 31 18:46:29 PDT 2009,NO_QUERY,irishsamom,"@MyBottlesUp yeah, I had to give up on it last night - it wouldn't tweet at all.. "
853923,4,1573290947,Tue Apr 21 00:30:36 PDT 2009,NO_QUERY,becdizzle,has a super sore throat owieeesss but has finished work 
853156,4,1573129966,Mon Apr 20 23:50:29 PDT 2009,NO_QUERY,Luuucyy,I'm wishing Kate Moennig will let me be one of her followers! 
596195,0,2218950418,Wed Jun 17 23:28:48 PDT 2009,NO_QUERY,Florencelau,i missed my twins phone call! tear  i am HORRIBLE at answering my phone...i leave my phone in my room and end up downstairs not hearing it
1199800,4,1985380450,Sun May 31 16:59:52 PDT 2009,NO_QUERY,Traacyy,ahhhhhh! yay! selena gomez is guest starring on sonny with a chance next week!! 
298347,0,1997653301,Mon Jun 01 17:13:28 PDT 2009,NO_QUERY,minkus,"@CaseyLynnN If you and Keys ever get married, can I be in the bridal party? I'm friends with like...2 girls ever. "
1535586,4,2179058617,Mon Jun 15 08:35:08 PDT 2009,NO_QUERY,DdubsCvrGrl,@Uk_joedan_fan yes! Apparently my bb is not liking me today. Got ur email too. Reading ot now 
968423,4,1827861706,Sun May 17 11:36:04 PDT 2009,NO_QUERY,Isil_Loves_Mcr,"@gerardway How are you,today ? "
374550,0,2051263152,Fri Jun 05 21:23:44 PDT 2009,NO_QUERY,vodkatrina,yuppies are real weird when you say &quot;excuse me.&quot; trying to booty dance or made a boob comment. they think they're grown ups 
225399,0,1977631599,Sat May 30 21:21:58 PDT 2009,NO_QUERY,sabrinakhatib,waiting for June21st seems so far way 
1471364,4,2065197545,Sun Jun 07 08:06:08 PDT 2009,NO_QUERY,brwnidgrl,@Jencren yes yes I am 
136497,0,1880108455,Fri May 22 00:07:31 PDT 2009,NO_QUERY,thealissa,missing my boyfriend. 
306574,0,2000272464,Mon Jun 01 21:45:45 PDT 2009,NO_QUERY,kellyschultz,@Candylatte it's almost done. I had to put it on hold while I sulked because it won't fit me right now  zipper's all I have left.
852901,4,1573068807,Mon Apr 20 23:35:47 PDT 2009,NO_QUERY,TimDelonge,@Philoppa I'm playing wow  IM NOT BORED
253218,0,1983929091,Sun May 31 14:06:31 PDT 2009,NO_QUERY,Breeann1,my stomach is leading a great revolt inside my body. 
955448,4,1825029538,Sun May 17 04:01:42 PDT 2009,NO_QUERY,stevebomford,@CarpetBurns @lizajbeck Scampi Fries mmmh yes please!! Can we have Twiglets too???? It's a love hate thang... 
1134115,4,1976286406,Sat May 30 16:59:59 PDT 2009,NO_QUERY,Syrina,"Back home after bringin husband and friend enchiladas, cookies, and tea.  I am told I am an awesome wife "
956054,4,1825159642,Sun May 17 04:36:14 PDT 2009,NO_QUERY,iammarkcameron,"@SaraS85 Yup, coffee is always the answer "
173799,0,1964209801,Fri May 29 13:53:21 PDT 2009,NO_QUERY,teribabyy,@ericmaglio1 i have no phone  whatchu doing tonight sucka. no dane cook she sold the tickets. lamee.
848089,4,1564733869,Mon Apr 20 04:43:55 PDT 2009,NO_QUERY,renekopcem,nice TWIT  #twit
85903,0,1753965390,Sun May 10 04:21:00 PDT 2009,NO_QUERY,nuhhiiccee,@ariestotle HAHAHA! thanks :&quot;&gt; ) I miss you too 
922512,4,1754448721,Sun May 10 06:18:31 PDT 2009,NO_QUERY,DaveytheGravey,Photo: Sunlight reference for pug film I reckon  http://tumblr.com/xjg1r02se
1478145,4,2066426948,Sun Jun 07 10:30:01 PDT 2009,NO_QUERY,cchetanonline,Good Night sunday 
982098,4,1834173992,Mon May 18 01:54:56 PDT 2009,NO_QUERY,daysparkle,"@beliveinmagic LOL, haha. hello katyy, liking twitter?  see you tomorrow!"
535227,0,2197846715,Tue Jun 16 15:16:00 PDT 2009,NO_QUERY,sfannah,@georiobaker LOL speak for yourself  soo tired xxc
525717,0,2194005565,Tue Jun 16 09:13:05 PDT 2009,NO_QUERY,emunderpants,On my break at work. Don't want to be here. Want to play with Ralph 
1516824,4,2175768247,Mon Jun 15 01:56:42 PDT 2009,NO_QUERY,Viktbloggerskan,AFS was great - count on me for the next 20 or so camps 
147584,0,1882844021,Fri May 22 07:34:52 PDT 2009,NO_QUERY,drooks,Long weekend is rapidly turning into a working weekend 
348766,0,2016896901,Wed Jun 03 07:32:07 PDT 2009,NO_QUERY,lostandbound,"First my phone, now my pc WTF man, I just lost all my data  I hate technology..."
621894,0,2228987321,Thu Jun 18 15:08:19 PDT 2009,NO_QUERY,lost_dog,@ibcreative I am lost. Please help me find a good home. 
888401,4,1687279085,Sun May 03 08:15:58 PDT 2009,NO_QUERY,wow_autumn1000,"Their remaking the movie Karate Kid?! Ha, i love that movie. "
470715,0,2176477147,Mon Jun 15 03:59:02 PDT 2009,NO_QUERY,ACSKingsNQueens,no friends on fashion space  http://www.fashionspace.com/1512984689
827567,4,1556877863,Sun Apr 19 00:47:50 PDT 2009,NO_QUERY,AClockworkToad,"@kluless65 Ahhhh...then I agree!! I do what I can, living alone teaches ya' survival skills. I had to learn all that domestic stuff.  "
1059597,4,1963243340,Fri May 29 12:25:39 PDT 2009,NO_QUERY,LoveODT,@Natasja_Cupcake Did you get my package yet??? Can't wait to see which you like best.. 
84939,0,1753726168,Sun May 10 03:06:54 PDT 2009,NO_QUERY,paramoreroxx,@imaginearainbow yeh..last week i was getting them all the time then wen i came on here the account was suspended..:S like  4 a day 
350228,0,2017612866,Wed Jun 03 08:40:26 PDT 2009,NO_QUERY,cbaccus,@dino2gnt wish I could switch. Corporate IT is on Lotus 
324200,0,2006030719,Tue Jun 02 10:33:01 PDT 2009,NO_QUERY,alyshamaynard,Still in bed!!! Feeling dead!!! 
75846,0,1695343145,Mon May 04 05:53:50 PDT 2009,NO_QUERY,Cgm387,in the office on a rainy monday is not fun 
350003,0,2017436759,Wed Jun 03 08:23:19 PDT 2009,NO_QUERY,heyjenk,@benjaminellison I'm out. Have an All Hands at the Shilo from 11:30-4:30 
444757,0,2067922521,Sun Jun 07 13:11:26 PDT 2009,NO_QUERY,Delfwago,my dad just called me &amp; we might be flying to caracas in the morning 
243678,0,1981601775,Sun May 31 09:30:06 PDT 2009,NO_QUERY,silentangst,@silentangst oh i've seen that ad. i obviously didn't pay enough attention when my computer worked though  mum gave me that money btw -
896523,4,1693056029,Sun May 03 21:26:56 PDT 2009,NO_QUERY,al_cr,Listening to CyberSutra feat. Tiff Lacey &quot;SummerSutra&quot; hit for the summer! 
